charging_demand_index,seasonal_regime_code,special_event_flag,network_availability_flag,daily_activity_cycle_sin,daily_activity_cycle_cos,atmospheric_resistance_factor,ambient_exposure_level,precipitation_impact_index,winter_disruption_index
2544.2114274026485,2,0,1,-9.182,-230.376,1032.577,418.921,-632.258,1479.96
2498.776260142396,2,0,1,-110.067,-749.414,2828.607,1155.059,-1746.321,3772.318
97.58348733452621,0,1,1,22.87,39.278,-27.609,-14.466,24.239,28.033
907.3652255235196,2,0,1,-177.198,-1093.715,3981.861,1631.721,-2466.719,5233.769
2292.0037038856644,2,0,1,53.617,-10.816,432.364,167.635,-249.601,807.302
1841.9340990792575,2,0,1,24.015,35.288,18.341,2.541,-3.766,108.589
44.68141106725772,1,0,1,93.572,158.531,-122.972,-59.124,97.95,117.706
158.89171684104969,0,1,1,22.091,41.77,-27.876,-15.724,25.176,31.065
1785.855306759533,2,0,1,34.112,62.461,-44.396,-23.696,37.183,47.894
297.22179210535995,1,0,1,49.621,88.124,-63.943,-32.945,54.029,65.135
642.8155535943073,2,0,1,-238.594,-1509.195,5547.738,2271.17,-3433.212,7319.807
0.0,1,0,0,-79.878,-901.044,3719.564,1516.067,-2284.008,5161.668
932.6886541378371,1,0,1,71.036,111.801,-71.634,-34.154,58.341,120.634
219.79413950192136,1,0,1,22.454,35.823,-29.337,-13.056,23.145,25.193
81.56568001918826,0,0,1,66.143,116.966,-85.883,-43.866,71.318,87.377
1044.8361103120408,2,0,1,47.367,65.754,25.969,3.801,-3.663,194.437
272.5848245566696,2,0,1,41.815,69.834,-54.589,-25.82,43.866,50.693
318.52425025472877,1,0,1,51.475,92.866,-66.455,-34.918,56.274,69.581
2347.369133840406,2,0,1,82.773,132.187,-45.517,-29.255,49.062,203.595
543.6147168540409,2,0,1,-177.109,-1167.639,4338.841,1775.691,-2683.55,5755.46
1146.0299305546355,1,0,1,40.782,74.35,-52.725,-28.065,44.696,56.221
2381.5761661524584,2,0,1,12.087,-353.625,1776.013,716.245,-1077.45,2631.983
875.2497364387539,2,0,1,58.297,103.729,-75.417,-38.89,63.256,77.298
105.57400915263807,0,0,1,4.311,10.913,-3.789,-3.916,7.045,6.488
497.1045096508156,1,0,1,-23.849,-358.598,1523.182,621.45,-936.269,2146.358
932.4472934493626,2,0,1,1.131,-259.012,1217.67,494.911,-743.711,1778.084
615.6215382941328,1,0,1,46.424,75.811,-61.59,-28.125,47.413,55.936
128.67737319162472,0,1,1,125.29,218.732,-164.365,-82.223,132.915,165.065
597.2848294389895,1,0,1,68.424,-206.872,1427.867,572.8,-855.59,2301.254
297.06730377190206,0,0,1,73.912,109.588,-44.752,-23.022,41.605,170.873
261.91731905109316,1,0,1,34.696,56.5,-45.519,-20.788,35.86,40.682
158.40619516806433,0,0,1,129.911,223.998,-168.519,-84.66,133.354,172.498
822.8435267641104,0,0,1,34.46,49.592,-23.022,-10.761,20.244,73.934
939.2199422031309,1,0,1,-118.951,-905.913,3472.168,1420.578,-2144.161,4676.772
162.88617955342707,0,1,1,82.854,145.744,-107.915,-54.674,88.853,109.104
1389.0566506940577,2,0,1,34.323,63.402,-43.779,-23.843,38.346,47.263
1178.1572489037505,1,0,1,-17.684,-288.653,1240.105,505.018,-761.803,1753.718
1142.2061370909125,1,0,1,81.176,143.254,-106.288,-53.959,86.658,108.474
246.99881593304139,1,0,1,235.981,359.202,-130.91,-75.15,130.878,570.005
421.436038033684,1,0,1,33.396,62.033,-42.449,-23.322,37.524,46.142
177.65540157144787,0,0,1,55.283,98.969,-72.574,-37.491,59.172,75.958
241.04797620012275,0,0,1,-145.466,-994.584,3722.85,1523.286,-2302.331,4956.561
623.66164716924,1,0,1,-78.863,-510.715,1872.787,768.294,-1161.1,2475.947
1065.2811379771392,1,0,1,-404.855,-2337.48,8347.248,3422.657,-5175.392,10861.025
1959.193756567076,2,0,1,109.737,191.772,-144.755,-72.349,115.743,146.249
181.5741937078294,0,0,1,-25.631,-417.454,1800.93,732.589,-1104.361,2545.278
1018.8017068673603,2,0,1,11.936,25.82,-13.878,-9.722,15.426,18.662
1358.368427811081,1,0,1,37.168,68.311,-48.292,-25.918,40.647,52.352
2531.1580518542314,2,0,1,51.988,93.427,-67.704,-35.266,56.219,70.887
817.132675573886,0,0,1,92.722,148.901,-98.711,-47.601,80.138,151.261
2082.6801423711136,2,0,1,83.583,108.195,76.186,19.699,-24.778,384.377
1594.6829532117345,1,0,1,30.204,56.626,-38.646,-21.424,33.829,42.839
292.46418870546285,0,0,1,16.454,24.636,-21.913,-8.906,16.211,17.216
360.6995038258048,2,0,1,174.91,295.977,-231.29,-110.771,181.726,222.153
586.3821575799459,0,0,1,53.874,61.368,85.058,27.642,-39.139,301.833
637.859925165315,2,0,1,-40.993,-352.048,1383.04,565.336,-854.003,1886.322
191.63023618728673,0,0,1,31.845,-55.363,453.959,182.506,-271.734,760.126
649.7818496374103,1,0,1,68.804,121.694,-89.326,-45.639,74.201,90.902
1394.525661557679,1,0,1,117.227,204.562,-154.79,-77.189,123.433,156.143
879.0140507495901,2,0,1,54.612,97.19,-70.265,-36.324,59.61,71.738
1314.4904603000252,1,0,1,-386.171,-2127.177,7475.089,3067.619,-4640.784,9651.196
938.2119619175206,2,0,1,-55.791,-365.556,1336.633,549.145,-827.98,1764.116
432.95812462905445,0,0,1,15.985,30.684,-21.102,-11.882,17.482,24.731
31.575866061077075,1,0,1,52.487,76.965,-56.709,-20.427,38.954,93.738
375.1470058701516,0,0,1,26.274,49.693,-33.103,-18.693,29.993,36.87
8.716796814498043,0,0,1,121.578,198.943,-119.755,-61.29,99.555,221.861
584.6895375920782,1,0,1,177.558,293.527,-204.33,-99.864,164.894,271.51
1362.462436278756,2,0,1,-127.374,-934.815,3570.344,1459.358,-2204.508,4796.238
709.7937804782157,1,0,1,-282.265,-1619.595,5761.457,2363.752,-3573.573,7485.289
2394.968948807829,2,0,1,-117.011,-833.573,3145.395,1287.708,-1942.593,4202.65
113.52940075014115,0,1,1,118.743,204.842,-155.677,-76.7,125.487,153.221
73.7046542291736,0,0,1,40.121,69.655,-51.649,-25.844,43.362,50.596
74.23160777035922,0,1,1,40.096,70.137,-51.431,-26.028,43.625,50.876
127.51336427074712,0,0,1,67.926,121.367,-88.43,-45.727,73.32,91.696
295.4367515645417,0,0,1,101.043,177.614,-132.457,-66.871,107.563,134.439
311.76793693954914,0,0,1,85.172,150.474,-111.72,-56.757,90.783,114.382
140.93540144016862,2,0,1,49.524,-0.849,350.77,136.159,-202.561,677.59
1230.9026539729316,2,0,1,17.997,35.931,-22.014,-13.526,21.581,26.398
586.4923878507291,1,0,1,-40.893,-409.337,1641.892,671.544,-1011.502,2258.69
589.6478327502732,2,0,1,45.268,78.379,-58.468,-29.115,48.701,57.175
746.1102553943645,1,0,1,21.342,40.933,-26.323,-15.29,25.005,29.627
49.44235877662336,0,0,1,57.156,97.541,-74.455,-36.259,60.59,71.576
171.37632159838023,1,0,1,0.429,-0.717,0.357,0.709,0.946,-2.911
2830.000798195733,2,0,1,-41.676,-528.152,2239.41,909.576,-1371.907,3133.495
282.3181102317741,0,0,1,29.19,54.343,-36.717,-20.328,33.175,39.785
373.3300619264464,0,0,1,-313.418,-1763.813,6245.429,2561.897,-3875.619,8094.771
1911.5341274434045,2,0,1,58.914,-105.993,921.338,364.931,-545.676,1536.9
36.231969725895155,0,0,1,64.685,110.606,-84.425,-41.19,68.474,81.568
1538.8568478182592,1,0,1,-208.584,-1429.365,5380.858,2199.567,-3323.707,7174.364
2184.837923727379,2,0,1,38.793,20.322,188.657,70.043,-103.915,404.019
1213.0908408056562,1,0,1,160.357,278.51,-211.595,-104.904,168.673,211.702
111.0844399013143,1,0,1,17.137,26.786,-22.3,-9.667,17.617,18.379
185.2006681381238,1,0,1,36.621,66.067,-46.595,-24.636,40.652,48.265
304.71917868523553,1,0,1,65.377,115.864,-86.14,-43.858,69.419,88.943
182.37645536773275,0,0,1,-87.178,-747.623,2948.211,1203.861,-1817.175,4018.449
14.003391813181759,0,0,1,101.577,178.357,-133.247,-67.156,108.004,135.071
496.77822304654694,1,0,1,-201.927,-1331.778,4949.893,2025.692,-3061.352,6566.402
833.0800130531659,1,0,1,45.369,71.519,-14.289,-12.357,20.227,129.911
1435.952753902829,2,0,1,18.964,-91.868,547.225,221.364,-329.323,853.893
1021.3215472522153,2,0,1,-12.307,-488.48,2226.396,903.666,-1360.609,3208.641
262.1472288100199,0,0,1,1.09,6.443,-0.263,-2.574,3.264,4.934
75.44569273213698,0,0,1,60.74,99.068,-77.39,-36.951,60.05,74.479
1031.4140683166602,1,0,1,82.275,138.365,-83.246,-43.963,70.911,147.497
643.9411838344055,2,0,1,-17.26,-495.123,2231.197,905.427,-1363.737,3199.961
353.6051290763553,0,0,1,47.412,73.37,-16.142,-12.612,20.901,133.427
326.65922530428077,2,0,1,19.445,7.52,79.811,31.947,-44.845,174.832
291.80261083989075,0,0,1,-73.691,-472.423,1722.093,707.145,-1068.259,2271.666
315.18220959286805,0,0,1,5.991,-198.582,972.523,394.244,-593.388,1439.777
2093.333742497895,2,0,1,7.528,-106.717,575.051,230.256,-347.126,866.406
185.7867523848168,0,1,1,-317.255,-1786.586,6320.598,2593.444,-3922.903,8190.883
272.9362191413224,0,0,1,33.421,61.707,-43.743,-23.538,36.326,48.0
472.1549196659731,0,0,1,2.864,-170.128,828.749,335.077,-505.481,1222.119
124.06036777233113,1,0,1,36.845,65.358,-46.928,-24.259,40.599,47.271
145.30805385164876,0,0,1,-118.176,-837.915,3174.355,1297.438,-1961.298,4247.482
195.11346422092495,0,0,1,93.22,159.971,-118.595,-60.099,95.877,121.219
850.6553469913466,1,0,1,122.339,213.872,-160.631,-80.47,129.729,161.785
30.438683794978886,2,0,1,136.531,231.852,-180.78,-86.167,142.332,175.104
53.61981703625922,1,0,1,58.031,97.762,-75.997,-36.316,60.859,71.827
146.8578562359313,0,0,1,30.287,54.015,-38.343,-20.013,33.649,38.798
2359.349293638188,2,0,1,-107.148,-805.688,3116.38,1271.182,-1920.673,4201.247
171.4484456520393,2,0,1,51.121,84.577,-67.893,-31.137,52.656,63.202
556.1456786716473,0,0,1,-0.463,0.788,-0.23,-0.726,-0.878,2.88
269.9884285871059,1,0,1,43.108,76.293,-55.153,-28.373,47.234,55.541
315.97388774280313,1,1,1,66.679,-33.365,623.765,244.191,-363.805,1128.673
311.2939464394438,1,0,1,-54.845,-445.162,1721.69,704.875,-1061.942,2328.299
50.10766920893025,2,0,1,40.792,53.205,-2.512,-0.275,4.379,138.38
959.3928045870055,1,0,1,-102.133,-738.675,2803.258,1146.852,-1732.276,3758.111
941.3970948847416,2,1,1,-30.224,-425.703,1796.019,732.408,-1101.876,2517.046
395.2383451446569,1,0,1,47.553,43.022,95.636,36.041,-49.43,289.865
180.28013046270448,0,0,1,-129.665,-827.769,3042.201,1246.215,-1883.694,4017.552
527.667978855713,1,0,1,19.987,38.84,-24.432,-14.5,23.734,27.974
1376.9889094925784,2,0,1,26.695,50.554,-33.631,-19.023,30.492,37.536
1107.9607635093053,2,0,1,-97.682,-733.259,2824.964,1153.405,-1742.842,3806.753
666.9250641923904,2,0,1,-297.38,-1701.523,6056.21,2483.831,-3756.562,7869.476
411.472329410432,1,0,1,48.095,87.712,-62.552,-33.223,52.382,67.012
104.63168133104908,1,0,1,27.164,46.399,-34.682,-17.041,29.441,32.795
2348.274306695127,1,0,1,52.373,61.182,85.474,26.971,-37.691,296.32
716.245030386661,2,0,1,-343.464,-2006.571,7184.975,2946.401,-4454.38,9363.704
297.7110861278485,0,0,1,33.038,61.326,-42.427,-23.182,36.721,46.38
2280.7380109187293,2,0,1,-93.277,-699.935,2700.363,1102.11,-1665.281,3639.068
161.02906035069455,0,0,1,43.172,77.8,-55.423,-29.15,47.459,57.685
61.04629814111112,2,0,1,29.16,43.541,-22.389,-10.397,19.887,58.353
16.375430088553774,2,0,1,60.312,85.928,0.221,-4.498,11.163,204.452
317.5659772428901,0,1,1,-6.956,-114.517,482.768,197.605,-298.713,683.952
306.0456211121596,0,1,1,-12.466,-169.244,702.135,287.318,-433.103,983.787
812.130282412774,1,0,1,-124.649,-800.047,2939.17,1204.53,-1820.764,3883.781
825.0973112847469,2,0,1,39.063,27.147,113.334,44.108,-61.852,287.442
224.2864784243776,1,0,1,201.543,326.957,-193.089,-98.581,162.064,371.856
391.96721276080416,1,0,1,-68.658,-622.955,2481.891,1013.115,-1529.106,3398.603
1051.7154718434904,2,0,1,-434.432,-2465.855,8754.759,3590.902,-5431.053,11360.876
150.47806480057477,1,0,1,85.753,147.191,-112.231,-54.971,90.629,109.383
12.115782041558528,1,0,1,131.01,186.359,-36.853,-22.914,46.458,372.464
184.75021510748408,0,0,1,-82.081,-683.52,2684.593,1095.96,-1654.91,3651.432
1113.5673846146701,2,0,1,-80.367,-648.242,2516.997,1029.126,-1551.954,3406.892
188.83726647582364,2,0,1,6.58,7.807,-8.893,-2.136,6.2,4.745
490.4894109419606,1,0,1,93.237,164.414,-122.288,-61.978,99.317,124.813
194.62568834107825,0,1,1,42.566,74.336,-54.842,-27.645,46.064,54.301
630.7999385812807,1,0,1,-122.671,-776.003,2863.065,1170.982,-1771.115,3781.624
38.1327735295826,0,0,1,151.859,258.035,-198.5,-96.617,157.548,193.834
99.90681114745499,0,0,1,27.608,48.349,-34.994,-17.823,30.428,34.345
1230.6963413764954,2,0,1,52.408,93.925,-67.505,-35.201,57.288,69.793
279.64179224471815,0,0,1,-44.62,-312.347,1161.523,476.894,-720.529,1549.74
2021.3495392112231,2,0,1,31.107,-279.071,1542.908,620.702,-932.288,2353.25
848.4127760971511,2,0,1,-106.4,-870.17,3393.394,1386.769,-2092.803,4603.462
42.8160827685938,0,0,1,63.925,98.197,-63.659,-30.993,48.854,106.977
469.9356682643745,0,0,1,-28.785,-357.942,1501.092,611.103,-922.233,2098.681
59.654255892967086,0,0,1,188.021,321.467,-247.682,-120.37,196.703,241.717
367.08881903263773,1,0,1,75.093,-238.039,1628.322,652.938,-976.443,2619.5
1286.9011664878542,1,0,1,40.591,73.631,-53.194,-27.969,43.754,56.796
776.288839985372,1,0,1,37.924,69.332,-48.255,-25.958,42.308,51.117
333.84133107794474,1,0,1,59.83,103.526,-77.681,-38.57,63.986,76.217
2272.52431952432,2,0,1,79.38,140.162,-104.265,-52.902,84.462,106.765
235.05526631138355,0,0,1,107.32,187.894,-140.574,-70.625,114.171,141.658
168.40978150394702,0,0,1,-235.172,-1462.273,5340.486,2187.688,-3307.275,7028.244
262.1868114000822,0,0,1,48.598,86.081,-64.247,-32.644,51.398,66.448
496.3820202825451,0,0,1,83.913,45.43,330.404,127.31,-183.951,749.526
300.8483790174251,2,0,1,12.249,19.578,-15.319,-6.933,13.252,12.548
555.6907272459239,1,0,1,12.941,-154.973,802.296,325.65,-487.721,1209.097
2016.8213911786427,2,0,1,24.335,-144.211,866.967,346.687,-520.721,1345.757
779.7224327257549,2,0,1,34.046,62.258,-43.315,-23.309,37.991,45.897
83.83191215506355,0,0,1,54.768,89.865,-70.854,-33.405,55.354,66.698
72.20399564890842,2,0,1,24.871,46.727,-32.904,-17.225,27.424,37.608
164.46435588371412,0,0,1,43.794,69.8,-56.91,-25.894,43.11,51.915
1039.3737126118401,2,0,1,5.28,-94.382,467.608,190.439,-284.049,694.139
592.365931280481,1,0,1,107.267,187.4,-141.671,-70.746,112.969,143.202
746.7643594152444,2,0,1,-285.55,-1660.172,5933.4,2433.553,-3679.744,7727.744
93.76796101976454,0,0,1,-74.734,-627.014,2448.917,1001.159,-1510.888,3326.386
1400.5550341249157,1,0,1,81.096,143.365,-106.133,-54.014,86.675,108.59
79.54090137491556,2,0,1,31.96,-28.04,323.13,130.716,-192.469,572.841
255.73553671516868,0,0,1,71.246,126.577,-92.619,-47.57,76.856,95.044
830.3584992578908,2,0,1,19.825,-17.329,228.843,89.327,-134.581,401.946
116.18528093427945,0,0,1,46.073,82.826,-60.493,-31.416,49.386,63.747
643.971080136117,2,0,1,4.986,2.043,12.402,5.698,-6.338,29.622
964.2918344783686,1,0,1,-180.521,-1199.243,4467.81,1828.054,-2762.834,5933.213
88.23351847473715,1,0,1,53.826,93.111,-69.604,-34.602,57.813,68.027
78.01624250109262,0,1,1,-160.49,-966.648,3482.739,1428.82,-2159.026,4556.614
886.1237959788896,2,0,1,69.183,121.308,-89.874,-45.393,74.315,90.197
737.1097815566894,2,0,1,48.148,86.249,-63.449,-31.882,51.902,66.935
2368.283755922428,1,0,1,-41.679,-540.549,2287.159,930.047,-1402.869,3203.478
657.8981694287824,2,0,1,-200.351,-1153.551,4102.419,1683.633,-2544.624,5330.243
718.3039993965102,2,0,1,-267.731,-1749.007,6493.751,2656.734,-4015.003,8604.825
1835.3038311654916,2,0,1,-75.722,-523.943,1954.48,801.285,-1208.58,2600.616
701.091077902871,1,0,1,-338.253,-1992.652,7161.489,2935.601,-4438.765,9348.77
2258.2818628454493,1,0,1,-162.202,-1045.463,3863.056,1581.163,-2390.236,5110.584
628.4967962176232,2,0,1,69.181,115.324,-91.197,-42.879,71.729,85.2
86.45372947248704,0,1,1,94.968,166.505,-124.284,-62.578,101.186,125.445
1425.4618817440107,1,0,1,-222.699,-1306.836,4689.635,1922.603,-2907.852,6119.776
546.7161088655672,1,0,1,-295.274,-1749.036,6299.923,2581.888,-3904.35,8232.861
354.7283230747046,0,0,1,12.458,-86.884,503.187,201.785,-304.187,778.047
1499.9127116851432,2,0,1,19.757,-2.751,163.375,62.396,-93.833,305.671
659.7712592522824,1,0,1,68.786,122.163,-89.994,-46.078,73.675,92.745
189.9028976637383,1,1,1,0.464,-0.789,0.245,0.731,0.893,-2.91
763.3586448701159,2,1,1,39.019,68.678,-49.997,-25.52,42.598,49.943
234.5440674121053,0,0,1,-43.187,-320.129,1204.005,494.373,-746.243,1615.172
326.1841399985363,0,0,1,81.462,75.081,170.727,63.153,-87.636,508.716
109.61019523688682,0,0,1,32.771,52.914,-42.92,-19.393,33.833,37.734
115.2599615335176,0,0,1,-144.576,-940.604,3473.416,1422.431,-2150.609,4598.044
95.44554193355881,1,0,1,34.036,56.928,-44.234,-20.998,35.906,41.005
163.98793030390644,0,0,1,21.049,33.653,-27.514,-12.277,21.703,23.726
2468.2679267045282,2,0,1,-16.738,-228.689,954.46,390.022,-586.205,1333.925
46.96866659523576,0,0,1,72.084,121.571,-94.671,-45.258,75.384,89.878
560.6957664566622,2,0,1,144.935,79.625,587.824,224.513,-327.223,1325.894
42.184486190140326,0,0,1,105.804,185.325,-138.509,-69.645,112.65,139.618
138.2511876252605,0,0,1,-56.439,-406.846,1526.854,626.376,-945.324,2042.193
570.0074759246297,1,0,1,-150.034,-1111.738,4240.984,1734.873,-2618.832,5696.878
1167.8031803756244,2,0,1,100.676,173.843,-131.749,-65.038,106.653,129.676
1611.323289382622,2,0,1,142.844,165.411,162.705,52.984,-67.422,694.341
474.4595750962468,1,0,1,-27.677,-375.831,1576.252,643.189,-968.159,2206.34
358.834648145846,0,0,1,24.981,-14.945,217.541,87.793,-129.047,395.034
850.1818228848354,1,0,1,32.929,61.043,-41.938,-22.961,36.897,45.494
382.7104916680964,0,0,1,-233.106,-1436.037,5225.877,2141.484,-3237.23,6866.772
714.5326080612423,2,0,1,6.868,14.829,-7.009,-5.286,9.752,8.935
133.8732637239057,0,0,1,-32.238,-219.46,799.355,329.486,-496.713,1058.608
398.9690418011393,1,0,1,28.763,50.288,-36.417,-18.515,31.719,35.603
1660.3693433640888,2,1,1,76.09,134.668,-99.581,-50.753,81.362,102.072
72.90352692326827,2,0,1,-7.431,-145.195,615.714,252.454,-380.429,874.29
1317.9324407474808,1,0,1,56.008,-32.628,529.233,208.954,-311.379,955.708
468.9291132453624,0,0,1,36.822,56.832,-14.607,-10.347,16.604,101.697
222.5703642274581,0,1,1,15.155,30.402,-17.751,-11.224,18.916,20.986
1401.006194252331,2,0,1,-27.124,-387.247,1658.565,673.959,-1016.949,2334.48
485.72197998667656,2,0,1,48.152,84.414,-62.123,-31.456,52.109,61.977
736.3474290182722,2,0,1,-254.522,-1485.77,5330.702,2184.746,-3304.642,6952.419
538.4342632521825,2,0,1,-218.218,-1315.394,4750.992,1947.964,-2945.205,6222.561
1231.1809084317863,2,0,1,37.305,68.425,-47.751,-25.73,41.413,51.075
1963.6463635897314,2,0,1,28.779,53.401,-37.285,-20.283,31.687,40.969
38.103336339720194,0,0,1,36.916,63.182,-47.63,-23.369,39.591,45.623
250.92117177308035,2,0,1,81.842,138.66,-107.686,-51.752,85.556,103.185
92.49789723042815,0,0,1,38.469,66.244,-46.324,-24.719,39.53,49.228
1361.5364236655923,1,0,1,-126.116,-766.499,2763.561,1134.239,-1714.792,3622.016
73.1787247390912,2,0,1,125.415,216.446,-167.567,-79.97,131.062,168.286
562.6795294217454,2,0,1,59.078,98.519,-77.885,-36.637,61.257,72.813
3.9354862184703716,0,1,1,42.878,58.391,-25.039,-8.597,17.857,109.032
989.5459537144029,1,0,1,44.64,80.743,-57.525,-30.351,48.944,60.409
890.7458474970273,2,0,1,75.96,134.171,-98.695,-50.322,81.806,100.275
1715.6236132528875,1,0,1,51.836,93.01,-67.694,-35.149,55.851,70.843
628.0849901028998,2,0,1,64.649,113.175,-84.076,-42.356,69.32,84.225
316.4419762726322,0,0,1,-40.918,-285.613,1072.669,439.201,-664.781,1435.125
104.32206437316682,0,0,1,42.418,75.033,-54.276,-27.901,46.465,54.613
230.63355904128008,2,0,1,30.919,53.82,-39.456,-19.881,33.763,38.537
665.9098912322954,1,0,1,21.359,41.299,-26.902,-15.633,24.598,31.074
394.05130240690534,0,0,1,74.618,68.464,173.189,63.079,-90.723,496.805
610.2787425661251,0,0,1,41.262,61.689,-34.377,-16.068,28.644,79.54
1705.8138520577488,1,0,1,53.198,90.326,-47.067,-26.801,42.831,106.686
232.5926038762236,0,0,1,-68.942,-610.508,2412.879,986.022,-1487.121,3293.952
